publish_date,Date,Adj Close,Close,High,Low,Open,Volume,Signal,SMA_20,SMA_50,EMA_20,Volatility_20,RSI,Momentum_10,existing_news,prob_neutral,prob_positive,prob_negative,total_comments,voted_label,article_count,label_distribution,majority_label,sentiment_score,sentiment_interpretation,day_type
2014-11-28,2014-11-28 00:00:00+00:00,28.579301834106445,37.25,37.68999862670898,36.93999862670898,37.040000915527344,19128500,0,34.65800018310547,33.83580005645752,34.96237561836846,1.255307148193263,34.00342108895214,3.5699996948242188,False,,,,,,,,,0.0,,No News Day
2014-12-01,2014-12-01 00:00:00+00:00,28.517915725708008,37.16999816894531,37.619998931884766,36.900001525878906,37.209999084472656,30904000,0,34.81600017547608,33.88280002593994,35.172625385090065,1.363645891028831,36.40338037743519,3.21999740600586,True,0.477,0.514,0.009,7.0,"tie:neutral,positive",2.0,"{'neutral': 1, 'positive': 1}",positive,26.4,"26.4% Positive, 73.6% Neutral",News Day
2014-12-02,2014-12-02 00:00:00+00:00,28.84782600402832,37.59999847412109,37.59999847412109,37.18000030517578,37.18000030517578,28361100,0,34.980500030517575,33.94060001373291,35.40380377452159,1.4918106254013683,38.57872915449386,3.359996795654297,False,,,,,,,,,0.0,,No News Day
2014-12-03,2014-12-03 00:00:00+00:00,28.717395782470703,37.43000030517578,37.88999938964844,37.40999984741211,37.68000030517578,30660800,-1,35.125,34.00080005645752,35.59677487267913,1.5840136761900052,36.69688528004064,2.720001220703125,False,,,,,,,,,0.0,,No News Day
2014-12-04,2014-12-04 00:00:00+00:00,28.74041557312012,37.459999084472656,37.459999084472656,37.040000915527344,37.400001525878906,23359100,-1,35.310000038146974,34.05500003814697,35.77422479761184,1.6315536357582805,34.8030137503161,3.1100006103515625,False,,,,,,,,,0.0,,No News Day
2014-12-05,2014-12-05 00:00:00+00:00,28.90152740478516,37.66999816894531,37.900001525878906,37.52000045776367,37.56999969482422,20527600,-1,35.502499961853026,34.12560001373291,35.954774642500745,1.6730958352155625,34.27663859310532,1.7199974060058594,False,,,,,,,,,0.0,,No News Day
2014-12-08,2014-12-08 00:00:00+00:00,28.540929794311523,37.20000076293945,37.72999954223633,36.93999862670898,37.459999084472656,28134800,-1,35.68349990844727,34.18440006256103,36.07336760635205,1.6498171205816223,28.16813356816577,1.6100006103515625,False,,,,,,,,,0.0,,No News Day
2014-12-09,2014-12-09 00:00:00+00:00,28.303098678588867,36.88999938964844,37.09000015258789,36.29999923706055,36.66999816894531,28487300,-1,35.86499996185303,34.224200019836424,36.15114206190409,1.5667510762647383,22.168213119318523,0.6399993896484375,True,0.646,0.343,0.011,7.0,neutral,1.0,{'neutral': 1},neutral,11.8,"11.8% Positive, 88.2% Neutral",News Day
2014-12-10,2014-12-10 00:00:00+00:00,27.94249153137207,36.41999816894531,37.02000045776367,36.29999923706055,36.93000030517578,27499900,-1,36.020499801635744,34.256199989318844,36.17674740543183,1.449788931705683,21.31402921174765,0.0999984741210937,False,,,,,,,,,0.0,,No News Day
2014-12-11,2014-12-11 00:00:00+00:00,28.157323837280277,36.70000076293945,37.209999084472656,36.43999862670898,36.5,25088200,0,36.18649978637696,34.3103999710083,36.22658105852779,1.3153794545468778,12.82665778487616,-0.2000007629394531,False,,,,,,,,,0.0,,No News Day
2014-12-12,2014-12-12 00:00:00+00:00,27.796724319458008,36.22999954223633,36.81999969482422,36.220001220703125,36.45000076293945,29322500,0,36.31399974822998,34.36459995269775,36.2269066284048,1.1758192407957395,11.090844051307172,-1.020000457763672,False,,,,,,,,,0.0,,No News Day
2014-12-15,2014-12-15 00:00:00+00:00,27.55886650085449,35.91999816894531,36.77999877929688,35.900001525878906,36.38999938964844,30633400,1,36.41249961853028,34.402399940490724,36.197677251313415,1.0422942408715048,-6.719573666664417,-1.25,False,,,,,,,,,0.0,,No News Day
2014-12-16,2014-12-16 00:00:00+00:00,27.28268241882324,35.560001373291016,36.5,35.560001373291016,35.86000061035156,31166300,1,36.47849960327149,34.43139995574951,36.13694621531128,0.9336136472800376,-17.218041185958867,-2.039997100830078,False,,,,,,,,,0.0,,No News Day
2014-12-17,2014-12-17 00:00:00+00:00,27.80439567565918,36.2400016784668,36.33000183105469,35.33000183105469,35.619998931884766,31637700,1,36.55499973297119,34.48679996490478,36.1467610213261,0.8389622720212426,-13.495565451674665,-1.1899986267089844,False,,,,,,,,,0.0,,No News Day
2014-12-18,2014-12-18 00:00:00+00:00,28.402830123901367,37.02000045776367,37.02000045776367,36.43000030517578,36.75,32128100,1,36.68849983215332,34.54179996490478,36.2299266819392,0.6637630274871672,-3.318990245135353,-0.4399986267089844,False,,,,,,,,,0.0,,No News Day
2014-12-19,2014-12-19 00:00:00+00:00,27.90413475036621,36.369998931884766,37.15999984741211,36.22999954223633,37.02000045776367,76786800,0,36.709499740600585,34.59679996490478,36.24326689621972,0.6455633118148528,-13.250635916681148,-1.2999992370605469,False,,,,,,,,,0.0,,No News Day
2014-12-22,2014-12-22 00:00:00+00:00,28.548599243164062,37.209999084472656,37.2599983215332,36.38999938964844,36.38999938964844,29227100,0,36.79049968719482,34.70279994964599,36.33533662843429,0.5975515058335964,-4.960558843743755,0.0099983215332031,False,,,,,,,,,0.0,,No News Day
2014-12-23,2014-12-23 00:00:00+00:00,28.717395782470703,37.43000030517578,37.70000076293945,37.29999923706055,37.400001525878906,22169700,-1,36.84949970245361,34.82199996948242,36.43959031193347,0.5996266089424822,0.6398564372388904,0.5400009155273438,False,,,,,,,,,0.0,,No News Day
2014-12-24,2014-12-24 00:00:00+00:00,28.72506523132324,37.43999862670898,37.59999847412109,37.18000030517578,37.470001220703125,12109100,-1,36.905499649047854,34.92799995422363,36.53486729429304,0.5998722747377249,0.3686105691351997,1.020000457763672,False,,,,,,,,,0.0,,No News Day
2014-12-26,2014-12-26 00:00:00+00:00,28.809465408325195,37.54999923706055,37.7400016784668,37.52000045776367,37.52000045776367,14037200,-1,36.93799953460693,35.053399925231936,36.63154652693756,0.6169241535035013,-1.0131538401397648,0.8499984741210938,False,,,,,,,,,0.0,,No News Day
2014-12-29,2014-12-29 00:00:00+00:00,28.52559471130371,37.18000030517578,37.52000045776367,37.16999816894531,37.45000076293945,12203300,-1,36.93449954986572,35.179999923706056,36.68378022010311,0.6152572374745244,0.3515459139857171,0.9500007629394532,False,,,,,,,,,0.0,,No News Day
2014-12-30,2014-12-30 00:00:00+00:00,28.203350067138672,36.7599983215332,37.18999862670898,36.7599983215332,37.08000183105469,15214100,-1,36.91399955749512,35.287599906921386,36.69103908690597,0.6138263933542829,-1.192286104296841,0.8400001525878906,True,0.73,0.251,0.02,25.0,neutral,1.0,{'neutral': 1},neutral,6.2,"6.2% Positive, 93.8% Neutral",News Day
2014-12-31,2014-12-31 00:00:00+00:00,27.842756271362305,36.290000915527344,37.040000915527344,36.290000915527344,36.630001068115234,20393600,-1,36.84849967956543,35.381799926757814,36.652844975346106,0.6066234891324764,-1.2157333811827868,0.7299995422363281,False,,,,,,,,,0.0,,No News Day
2015-01-02,2015-01-02 00:00:00+00:00,27.89646339416504,36.36000061035156,37.15999984741211,36.11000061035156,36.66999816894531,23605600,0,36.79499969482422,35.45679992675781,36.62495503582282,0.5997847196887217,-4.404802901398554,0.1199989318847656,False,,,,,,,,,0.0,,No News Day
2015-01-05,2015-01-05 00:00:00+00:00,27.58189582824707,35.95000076293945,36.45000076293945,35.939998626708984,36.20000076293945,32785000,0,36.71949977874756,35.53039993286133,36.5606736765006,0.6066685017619489,-3.568868749502869,-1.0699996948242188,True,0.318,0.666,0.016,14.0,positive,1.0,{'positive': 1},positive,44.3,"44.3% Positive, 55.7% Neutral",News Day
2015-01-06,2015-01-06 00:00:00+00:00,27.067842483520508,35.279998779296875,36.22999954223633,35.2599983215332,36.08000183105469,30847600,0,36.599999809265135,35.58219993591309,36.43870463867167,0.6438370925489993,-9.060099596285909,-1.0900001525878906,False,,,,,,,,,0.0,,No News Day
2015-01-07,2015-01-07 00:00:00+00:00,27.63560104370117,36.02000045776367,36.06999969482422,35.27000045776367,35.63999938964844,27725200,1,36.540999794006346,35.638999938964844,36.39882805001377,0.6400154562450442,6.317745461463588,-1.1899986267089844,True,0.88,0.103,0.017,2.0,neutral,1.0,{'neutral': 1},neutral,1.0,"1.0% Positive, 99.0% Neutral",News Day
2015-01-08,2015-01-08 00:00:00+00:00,28.149642944335938,36.68999862670898,37.0,36.2599983215332,36.369998931884766,31765400,0,36.530999755859376,35.70879989624024,36.4265585811276,0.6358241986234588,6.119937432800697,-0.7400016784667969,False,,,,,,,,,0.0,,No News Day
2015-01-09,2015-01-09 00:00:00+00:00,28.203350067138672,36.7599983215332,37.11000061035156,36.400001525878906,36.77000045776367,22850500,0,36.54799976348877,35.76919982910156,36.45831474688052,0.6372438517447535,-3.044517430010359,-0.6800003051757812,False,,,,,,,,,0.0,,No News Day
2015-01-12,2015-01-12 00:00:00+00:00,28.080589294433597,36.59999847412109,37.0,36.22999954223633,36.900001525878906,29400800,0,36.54299964904785,35.822799835205075,36.471808435189146,0.636380155514821,3.876681080990608,-0.9500007629394532,False,,,,,,,,,0.0,,No News Day
2015-01-13,2015-01-13 00:00:00+00:00,28.003868103027344,36.5,37.4900016784668,36.290000915527344,36.869998931884766,31478000,-1,36.55649967193604,35.90119979858398,36.47449334612351,0.632241177954427,-12.980177122035016,-0.6800003051757812,False,,,,,,,,,0.0,,No News Day
2015-01-14,2015-01-14 00:00:00+00:00,27.888776779174805,36.34999847412109,36.90999984741211,35.90999984741211,36.33000183105469,34250300,-1,36.577999687194826,35.947999801635746,36.46263669164709,0.6165742710710765,-21.98212405597738,-0.4099998474121094,True,0.41,0.031,0.559,1.0,negative,1.0,{'negative': 1},negative,-31.2,"31.2% Negative, 68.8% Neutral",News Day
2015-01-15,2015-01-15 00:00:00+00:00,27.766021728515625,36.18999862670898,36.880001068115234,36.02999877929688,36.52999877929688,47181800,-1,36.60949954986573,35.9855997467041,36.43667116165298,0.5766277752246972,-26.563603015218945,-0.1000022888183593,True,0.193,0.736,0.071,64.0,positive,2.0,{'positive': 2},positive,53.7,"53.7% Positive, 46.3% Neutral",News Day
2015-01-16,2015-01-16 00:00:00+00:00,27.965505599975582,36.45000076293945,36.65999984741211,35.5099983215332,36.119998931884766,62812200,-1,36.61999950408936,36.02379974365235,36.43794064748979,0.5714339505664542,-21.89473030039909,0.0900001525878906,True,0.193,0.041,0.766,54.0,negative,2.0,{'negative': 2},negative,-58.5,"58.5% Negative, 41.5% Neutral",News Day
2015-01-20,2015-01-20 00:00:00+00:00,27.68931198120117,36.09000015258789,36.459999084472656,35.56999969482422,36.09999847412109,35929400,-1,36.57349948883056,36.07039978027344,36.40480345749913,0.5749989454731794,-21.913257538309907,0.1399993896484375,True,0.486,0.018,0.496,8.0,"tie:negative,neutral",2.0,"{'neutral': 1, 'negative': 1}",negative,-24.6,"24.6% Negative, 75.4% Neutral",News Day
2015-01-21,2015-01-21 00:00:00+00:00,27.98852157592773,36.47999954223633,36.68000030517578,35.77000045776367,35.849998474121094,27442600,-1,36.57899951934815,36.12359977722168,36.41196498937887,0.5734740261741808,-4.339297422563419,1.2000007629394531,False,,,,,,,,,0.0,,No News Day
2015-01-22,2015-01-22 00:00:00+00:00,28.318431854248047,36.90999984741211,37.0,36.13999938964844,36.560001373291016,31809900,-1,36.56399955749512,36.19019973754883,36.459396880620126,0.5598626478225847,9.974792164372031,0.8899993896484375,True,0.535,0.353,0.112,12.0,neutral,3.0,"{'neutral': 2, 'positive': 1}",neutral,11.2,"11.2% Positive, 88.8% Neutral",News Day
2015-01-23,2015-01-23 00:00:00+00:00,27.965505599975582,36.45000076293945,37.02999877929688,36.380001068115234,36.959999084472656,27427100,-1,36.5149995803833,36.25399978637695,36.458502012269584,0.5216621198856907,1.98387931643731,-0.2399978637695312,True,0.853,0.06,0.087,25.0,neutral,1.0,{'neutral': 1},neutral,-0.4,"0.4% Negative, 99.6% Neutral",News Day
2015-01-26,2015-01-26 00:00:00+00:00,27.47447967529297,35.810001373291016,36.29999923706055,35.56999969482422,36.18999862670898,30906800,-1,36.4334997177124,36.30399978637696,36.396740046652575,0.4962517751866235,-1.651830281891904,-0.9499969482421876,True,0.055,0.057,0.888,3.0,negative,1.0,{'negative': 1},negative,-78.5,"78.5% Negative, 21.5% Neutral",News Day
2015-01-27,2015-01-27 00:00:00+00:00,26.231565475463867,34.189998626708984,34.720001220703125,33.54999923706055,34.400001525878906,58456200,-1,36.265499687194826,36.320199737548826,36.186574197134135,0.644870302206607,-14.245021643341488,-2.4099998474121094,True,0.14,0.04,0.82,18.0,negative,1.0,{'negative': 1},negative,-67.1,"67.1% Negative, 32.900000000000006% Neutral",News Day
2015-01-28,2015-01-28 00:00:00+00:00,25.917007446289062,33.779998779296875,34.70000076293945,33.720001220703125,34.470001220703125,34929100,0,36.09549961090088,36.32219970703125,35.957376538292486,0.8164331696879715,-39.7790641790441,-2.720001220703125,False,,,,,,,,,0.0,,No News Day
2015-01-29,2015-01-29 00:00:00+00:00,26.246910095214844,34.209999084472656,34.279998779296875,33.459999084472656,33.84000015258789,29569400,0,35.967999649047854,36.32739967346191,35.790959637928694,0.9018439643322346,-47.86020461774157,-2.139999389648437,False,,,,,,,,,0.0,,No News Day
2015-01-30,2015-01-30 00:00:00+00:00,25.349254608154297,33.040000915527344,33.9900016784668,33.0,33.70000076293945,38719700,0,35.80549964904785,36.303399658203126,35.528963569128564,1.109634718272801,-79.7362833438585,-3.1499977111816406,False,,,,,,,,,0.0,,No News Day
2015-02-02,2015-02-02 00:00:00+00:00,25.817270278930664,33.650001525878906,33.75,32.650001525878906,33.060001373291016,38733800,0,35.66999969482422,36.28219970703125,35.35001480310479,1.2001313753291016,-47.16837061255754,-2.799999237060547,True,0.026,0.484,0.49,72.0,"tie:negative,positive",2.0,"{'positive': 1, 'negative': 1}",negative,-0.6,"0.6% Negative, 99.4% Neutral",News Day
2015-02-03,2015-02-03 00:00:00+00:00,25.85562515258789,33.70000076293945,34.04999923706055,32.61000061035156,33.779998779296875,36038300,0,35.557499694824216,36.269199752807616,35.19287060880333,1.2755878157151668,-43.3574382225915,-2.389999389648437,False,,,,,,,,,0.0,,No News Day
2015-02-04,2015-02-04 00:00:00+00:00,25.963809967041016,33.599998474121094,33.84000015258789,33.29999923706055,33.66999816894531,25052800,0,35.47349967956543,36.22219970703125,35.04116850073836,1.3480794419837503,-42.41488394397962,-2.8800010681152344,False,,,,,,,,,0.0,,No News Day
2015-02-05,2015-02-05 00:00:00+00:00,26.226543426513672,33.939998626708984,33.9900016784668,33.45000076293945,33.68000030517578,20491400,0,35.369499588012694,36.18919967651368,34.93629517940223,1.383467943321504,-30.730386847752182,-2.970001220703125,False,,,,,,,,,0.0,,No News Day
2015-02-06,2015-02-06 00:00:00+00:00,25.731996536254883,33.29999923706055,34.0,33.13999938964844,33.91999816894531,29342400,0,35.19999961853027,36.130199661254885,34.78045747060778,1.4203445959208407,-49.9929903152362,-3.1500015258789062,False,,,,,,,,,0.0,,No News Day
2015-02-09,2015-02-09 00:00:00+00:00,25.446081161499023,32.93000030517578,33.2400016784668,32.66999816894531,33.0,28705500,1,35.008499717712404,36.06239967346191,34.60422345485235,1.4566734514868127,-50.96889186142735,-2.8800010681152344,False,,,,,,,,,0.0,,No News Day
2015-02-10,2015-02-10 00:00:00+00:00,26.04108619689941,33.70000076293945,33.72999954223633,33.04999923706055,33.20000076293945,20200000,1,34.86349983215332,35.99839965820313,34.518107008003504,1.434075077455711,-37.60029190271413,-0.4899978637695312,False,,,,,,,,,0.0,,No News Day
2015-02-11,2015-02-11 00:00:00+00:00,25.925180435180664,33.54999923706055,33.7599983215332,33.31999969482422,33.66999816894531,18364200,0,34.71599979400635,35.92439964294434,34.425906267913696,1.408374969072559,-51.946007249192206,-0.2299995422363281,False,,,,,,,,,0.0,,No News Day
2015-02-12,2015-02-12 00:00:00+00:00,26.37335968017578,34.130001068115234,34.130001068115234,33.7599983215332,33.97999954223633,20056700,0,34.60499992370605,35.863599700927736,34.39772482031384,1.3594485029771295,-28.46443959845834,-0.0799980163574218,False,,,,,,,,,0.0,,No News Day
2015-02-13,2015-02-13 00:00:00+00:00,26.55109214782715,34.36000061035156,34.369998931884766,33.95000076293945,34.25,18037900,0,34.51350002288818,35.798799743652346,34.39413203841267,1.3077554807402731,-15.889822738655411,1.3199996948242188,False,,,,,,,,,0.0,,No News Day
2015-02-17,2015-02-17 00:00:00+00:00,26.8447265625,34.7400016784668,34.75,34.2599983215332,34.400001525878906,19374100,0,34.42800006866455,35.74499977111817,34.427072004132114,1.2279492229994544,7.226609779598021,1.0900001525878906,False,,,,,,,,,0.0,,No News Day
2015-02-18,2015-02-18 00:00:00+00:00,26.48153686523437,34.27000045776367,34.709999084472656,34.189998626708984,34.650001525878906,19992900,-1,34.33700008392334,35.68119979858398,34.412112809239886,1.1640769156324806,6.601624309064135,0.5699996948242188,False,,,,,,,,,0.0,,No News Day
2015-02-19,2015-02-19 00:00:00+00:00,26.4351749420166,34.209999084472656,34.41999816894531,34.04999923706055,34.25,11017500,0,34.22350006103515,35.61199981689453,34.39286388307158,1.0491215301705312,0.7404829388807457,0.6100006103515625,True,0.51,0.336,0.155,2.0,neutral,1.0,{'neutral': 1},neutral,8.9,"8.9% Positive, 91.1% Neutral",News Day
2015-02-20,2015-02-20 00:00:00+00:00,26.5897274017334,34.40999984741211,34.56999969482422,33.90999984741211,34.150001525878906,20955600,0,34.09850006103515,35.55619979858398,34.39449587967544,0.8403465696207949,19.13108969505149,0.470001220703125,False,,,,,,,,,0.0,,No News Day
2015-02-23,2015-02-23 00:00:00+00:00,26.087438583374023,33.7599983215332,34.5,33.58000183105469,34.400001525878906,25565500,0,33.96399993896485,35.49359977722168,34.33406754080475,0.6341462144301832,2.339343887164929,0.4599990844726562,False,,,,,,,,,0.0,,No News Day
2015-02-24,2015-02-24 00:00:00+00:00,26.5897274017334,34.40999984741211,34.4900016784668,33.5099983215332,33.61000061035156,29607500,0,33.893999862670896,35.45339981079101,34.341299189053075,0.477597133323859,10.167145236529862,1.479999542236328,False,,,,,,,,,0.0,,No News Day
2015-02-25,2015-02-25 00:00:00+00:00,26.234264373779297,33.95000076293945,34.150001525878906,33.72999954223633,34.029998779296875,24686300,-1,33.88199996948242,35.39839981079101,34.30403267228035,0.4727591073025368,5.464929611228726,0.25,True,0.174,0.014,0.812,25.0,negative,1.0,{'negative': 1},negative,-65.9,"65.9% Negative, 34.099999999999994% Neutral",News Day
2015-02-26,2015-02-26 00:00:00+00:00,26.0024528503418,33.650001525878906,33.880001068115234,33.43000030517578,33.619998931884766,25928400,-1,33.87550010681152,35.34679985046387,34.24174399167069,0.4751230515379939,-3.704485941925938,0.1000022888183593,False,,,,,,,,,0.0,,No News Day
2015-02-27,2015-02-27 00:00:00+00:00,25.6933536529541,33.25,33.63999938964844,33.209999084472656,33.630001068115234,24427300,-1,33.82750015258789,35.29339988708496,34.14729218294015,0.4878727872049991,-0.1314449857786002,-0.8800010681152344,False,,,,,,,,,0.0,,No News Day
2015-03-02,2015-03-02 00:00:00+00:00,26.31926727294922,34.060001373291016,34.130001068115234,33.119998931884766,33.290000915527344,25406400,-1,33.87850017547608,35.26339988708496,34.138978772497374,0.4533070874998176,14.448743652970975,-0.2999992370605469,True,0.817,0.173,0.011,15.0,neutral,1.0,{'neutral': 1},neutral,3.0,"3.0% Positive, 97.0% Neutral",News Day
2015-03-03,2015-03-03 00:00:00+00:00,26.350175857543945,34.099998474121094,34.380001068115234,33.90999984741211,33.95000076293945,27332000,-1,33.901000022888184,35.22059982299805,34.1352663631282,0.4525357791459417,6.382092944619529,-0.6400032043457031,False,,,,,,,,,0.0,,No News Day
2015-03-04,2015-03-04 00:00:00+00:00,26.365636825561523,34.119998931884766,34.40999984741211,33.720001220703125,33.86000061035156,23005800,-1,33.92199993133545,35.16259979248047,34.1338123220574,0.4524624958742929,8.690599545785048,-0.1500015258789062,False,,,,,,,,,0.0,,No News Day
2015-03-05,2015-03-05 00:00:00+00:00,26.064266204833984,33.72999954223633,34.5,33.59000015258789,34.2599983215332,21225800,-1,33.92849998474121,35.1097998046875,34.09535396207444,0.4485097012600713,-6.177863771301361,-0.4799995422363281,False,,,,,,,,,0.0,,No News Day
2015-03-06,2015-03-06 00:00:00+00:00,25.646987915039062,33.189998626708984,33.68000030517578,33.08000183105469,33.540000915527344,32373100,-1,33.890999984741214,35.02939979553223,34.00912964442059,0.4778892806923296,-21.47391489786702,-1.220001220703125,False,,,,,,,,,0.0,,No News Day
2015-03-09,2015-03-09 00:00:00+00:00,25.283802032470703,32.720001220703125,33.27000045776367,32.47999954223633,33.20000076293945,33058800,-1,33.86200008392334,34.93519981384277,33.88635550882845,0.5303584420530971,-46.21546057169988,-1.039997100830078,True,0.767,0.213,0.019,40.0,neutral,1.0,{'neutral': 1},neutral,4.5,"4.5% Positive, 95.5% Neutral",News Day
2015-03-10,2015-03-10 00:00:00+00:00,24.495620727539062,31.700000762939453,32.40999984741211,31.5,32.2400016784668,50278900,-1,33.800500106811526,34.820399856567384,33.678131247315214,0.6910820652287998,-57.41107824184465,-2.709999084472656,False,,,,,,,,,0.0,,No News Day
2015-03-11,2015-03-11 00:00:00+00:00,24.98243904113769,32.33000183105469,32.959999084472656,31.950000762939453,31.96999931335449,49683600,0,33.73200016021728,34.715999908447266,33.549737969576114,0.7654621653118489,-31.24915504815678,-1.6199989318847656,True,0.891,0.089,0.019,22.0,neutral,1.0,{'neutral': 1},neutral,0.8,"0.8% Positive, 99.2% Neutral",News Day
2015-03-12,2015-03-12 00:00:00+00:00,23.80015754699707,30.799999237060547,31.600000381469727,30.57999992370605,31.01000022888184,107402400,-1,33.59450016021729,34.58839988708496,33.287858090288914,1.008336156388246,-63.7935488610421,-2.85000228881836,True,0.855,0.111,0.033,95.0,neutral,1.0,{'neutral': 1},neutral,1.1,"1.1% Positive, 98.9% Neutral",News Day
2015-03-13,2015-03-13 00:00:00+00:00,23.900611877441406,30.93000030517578,30.979999542236328,30.36000061035156,30.6299991607666,47954700,0,33.43450012207031,34.47179992675781,33.06330020599243,1.1611902308528324,-44.22530823588952,-2.3199996948242188,True,0.089,0.408,0.503,63.0,"tie:negative,positive",2.0,"{'positive': 1, 'negative': 1}",negative,-8.7,"8.7% Negative, 91.3% Neutral",News Day
2015-03-16,2015-03-16 00:00:00+00:00,23.823341369628903,30.82999992370605,31.11000061035156,30.649999618530277,30.93000030517578,33074600,0,33.25800008773804,34.36259990692139,32.85060494101277,1.2757395621739165,-71.37972936619269,-3.230001449584961,False,,,,,,,,,0.0,,No News Day
2015-03-17,2015-03-17 00:00:00+00:00,23.63788414001465,30.59000015258789,30.729999542236328,30.40999984741211,30.57999992370605,29215600,0,33.05050001144409,34.24719989776612,32.635309246877064,1.356921563982577,-65.66763777519017,-3.509998321533203,False,,,,,,,,,0.0,,No News Day
2015-03-18,2015-03-18 00:00:00+00:00,23.86970329284668,30.88999938964844,31.200000762939453,30.299999237060547,30.40999984741211,39834100,1,32.88149995803833,34.145999870300294,32.469089260474334,1.4066168393553138,-45.83402696784083,-3.229999542236328,False,,,,,,,,,0.0,,No News Day
2015-03-19,2015-03-19 00:00:00+00:00,23.753793716430664,30.739999771118164,31.100000381469727,30.690000534057617,30.780000686645508,27414200,0,32.7079999923706,34.05519989013672,32.30441407101184,1.4475372203615624,-40.61624401526598,-2.989999771118164,True,0.853,0.06,0.087,0.0,neutral,1.0,{'neutral': 1},neutral,-0.4,"0.4% Negative, 99.6% Neutral",News Day
2015-03-20,2015-03-20 00:00:00+00:00,24.194246292114254,31.309999465942383,31.6200008392334,30.93000030517578,30.989999771118164,64777100,0,32.55299997329712,33.96099987030029,32.209707918148084,1.4214340040474804,-47.54565569544019,-1.8799991607666016,False,,,,,,,,,0.0,,No News Day
2015-03-23,2015-03-23 00:00:00+00:00,24.1092529296875,31.200000762939453,31.790000915527344,31.200000762939453,31.290000915527344,29694000,-1,32.42500009536743,33.8511999130249,32.113545331937736,1.4222868983838093,-52.10080295309908,-1.520000457763672,False,,,,,,,,,0.0,,No News Day
